,ID,A1,A2,A3,A4,A5,Score,Sentence_ID,Head,Tail,Head_tags,Tail_tags,Noun_pair,Head_noun_lemmatised,Tail_noun_lemmatised,Common_adjectives
7582,1598__secure_14__designed_12,2,1,1,1,0,0.679489270806,1598,designed,secure,{'VERB'},"{'ADJ', 'VERB'}",False,,,
7583,1784__BTP_1__activities_6,1,1,0,0,0,0.239714920179,1784,BTP,activities,set(),{'NOUN'},False,,,
7584,12060__dad_4__pass_7,2,1,1,1,0,0.679489270806,12060,dad,pass,{'NOUN'},"{'NOUN', 'VERB'}",True,dad,pas,set()
7585,5387__light_9__heart_13,3,3,3,1,1,1.49644090924,5387,heart,light,{'NOUN'},"{'ADJ', 'NOUN', 'VERB'}",True,heart,light,"{'warm', 'cold'}"
7586,6328__parent_21__seen_23,2,2,1,1,0,0.7255722805,6328,parent,seen,{'NOUN'},{'VERB'},False,,,
7587,1034__demand_25__gauge_22,3,3,0,0,0,0.952051244226,1034,gauge,demand,{'NOUN'},"{'NOUN', 'VERB'}",True,gauge,demand,set()
7588,2154__dark_8__contrast_5,3,2,1,1,0,0.61605322225,2154,contrast,dark,"{'NOUN', 'VERB'}","{'ADJ', 'NOUN'}",True,contrast,dark,set()
7589,6171__resource_9__return_2,2,1,1,0,0,0.476442188571,6171,return,resource,"{'ADJ', 'NOUN', 'VERB'}",{'NOUN'},True,return,resource,set()
7590,2749__manifestation_3__jarring_2,3,3,3,3,1,1.99961601564,2749,jarring,manifestation,set(),{'NOUN'},False,,,
7591,8928__laugh_8__boiling_6,3,2,0,0,0,0.442762295284,8928,boiling,laugh,{'VERB'},"{'NOUN', 'VERB'}",False,,,
7592,6352__beliefs_11__acquired_7,3,1,1,1,0,0.631216136262,6352,beliefs,acquired,{'NOUN'},{'VERB'},False,,,
7593,3523__economic_22__laid_11,2,0,0,0,0,0.166055434504,3523,laid,economic,{'VERB'},{'ADJ'},False,,,
7594,3158__central_13__feature_14,2,2,1,1,1,0.617167241115,3158,central,feature,{'ADJ'},"{'NOUN', 'VERB'}",False,,,
7595,823__persuaded_20__join_23,1,0,0,0,0,0.153615485052,823,persuaded,join,{'VERB'},{'VERB'},False,,,
7596,1275__naive_27__rise_3,3,3,0,0,0,0.391029946686,1275,naive,rise,{'ADJ'},"{'NOUN', 'VERB'}",False,,,
7597,3006__art_12__godmother_9,3,2,1,0,0,0.590985042346,3006,art,godmother,"{'NOUN', 'VERB'}",set(),False,,,
7598,1650__bitterness_35__hating_34,3,3,3,2,0,1.78892957116,1650,hating,bitterness,{'VERB'},{'NOUN'},False,,,
7599,3549__sleight_8__impact_4,3,2,2,1,1,1.23458687088,3549,impact,sleight,{'NOUN'},{'NOUN'},True,impact,sleight,set()
7600,1393__incongruously_11__vibrant_12,3,3,3,0,0,0.975492454141,1393,incongruously,vibrant,set(),{'ADJ'},False,,,
7601,5223__door_33__holding_34,1,1,0,0,0,0.311046509434,5223,door,holding,{'NOUN'},"{'NOUN', 'VERB'}",True,door,holding,{'smooth'}
7602,1457__strong_22__stake_23,2,2,1,1,1,0.712748391524,1457,strong,stake,"{'ADV', 'ADJ', 'NOUN'}","{'NOUN', 'VERB'}",True,strong,stake,set()
7603,2654__grounds_48__placing_50,2,2,0,0,0,0.321087323858,2654,grounds,placing,{'NOUN'},"{'NOUN', 'VERB'}",True,ground,placing,set()
7604,1624__denied_11__fixture_13,3,2,1,0,0,0.545214395587,1624,denied,fixture,{'VERB'},{'NOUN'},False,,,
7605,1378__subtler_6__Interwoven_1,2,1,0,0,0,0.317466421744,1378,Interwoven,subtler,set(),{'ADJ'},False,,,
7606,727__park_21__national_20,2,1,1,0,0,0.416266590556,727,national,park,"{'X', 'ADJ', 'NOUN'}","{'NOUN', 'VERB'}",True,national,park,set()
7607,1359__unable_15__control_17,1,1,1,1,0,0.583933267337,1359,unable,control,{'ADJ'},"{'NOUN', 'VERB'}",False,,,
7608,1995__location_17__sergeant_26,2,1,0,0,0,0.276092717237,1995,location,sergeant,{'NOUN'},{'NOUN'},True,location,sergeant,set()
7609,1576__complain_23__sense_18,2,1,0,0,0,0.279911372362,1576,sense,complain,"{'NOUN', 'VERB'}",{'VERB'},False,,,
7610,6151__process_10__design_9,2,1,1,0,0,0.38113616259,6151,process,design,"{'NOUN', 'VERB'}","{'NOUN', 'VERB'}",True,process,design,set()
7611,6643__negation_45__structure_43,3,3,3,3,1,1.71382351865,6643,structure,negation,"{'NOUN', 'VERB'}",{'NOUN'},True,structure,negation,set()
7612,152__provocative_20__assessment_21,3,3,3,2,2,2.11682185054,152,provocative,assessment,{'ADJ'},{'NOUN'},False,,,
7613,6773__provided_14__sense_17,2,1,1,1,1,0.617167241115,6773,provided,sense,{'VERB'},"{'NOUN', 'VERB'}",False,,,
7614,2967__themselves_23__detach_22,1,1,1,0,0,0.378663300407,2967,detach,themselves,{'VERB'},{'PRON'},False,,,
7615,1261__career_12__aspects_9,1,1,1,0,0,0.424619133459,1261,career,aspects,{'NOUN'},{'NOUN'},True,career,aspect,set()
7616,1060__fall_17__hammer_20,3,2,2,1,1,1.27274567598,1060,fall,hammer,"{'NOUN', 'VERB'}","{'NOUN', 'VERB'}",True,fall,hammer,set()
7617,3576__country_30__malaise_27,3,2,1,0,0,0.88135252771,3576,malaise,country,{'NOUN'},{'NOUN'},True,malaise,country,set()
7618,7052__difficult_15__raise_17,1,1,0,0,0,0.344930713493,7052,difficult,raise,{'ADJ'},"{'NOUN', 'VERB'}",False,,,
7619,1869__reality_28__changed_32,1,1,1,1,0,0.511801232705,1869,reality,changed,{'NOUN'},{'VERB'},False,,,
7620,5297__eyes_33__wary_32,3,3,2,0,0,0.92210995982,5297,wary,eyes,{'ADJ'},{'NOUN'},False,,,
7621,2104__eyes_5__swept_6,2,2,2,1,0,0.791149860245,2104,eyes,swept,{'NOUN'},{'VERB'},False,,,
7622,614__inwards_4__sucked_2,2,1,1,0,0,0.424619133459,614,sucked,inwards,{'VERB'},set(),False,,,
7623,2962__hour_6__suggest_13,1,1,1,0,0,0.391318173743,2962,suggest,hour,{'VERB'},{'NOUN'},False,,,
7624,6948__solely_25__concentrating_24,2,2,1,1,0,0.676182153161,6948,concentrating,solely,{'VERB'},{'ADV'},False,,,
7625,444__pride_26__injured_25,3,3,3,3,1,2.08654199526,444,injured,pride,{'VERB'},"{'NOUN', 'VERB'}",False,,,
7626,135__composers_5__studied_7,2,1,0,0,0,0.296595359189,135,composers,studied,{'NOUN'},{'VERB'},False,,,
7627,1481__pull_6__fleet_9,3,2,1,1,0,0.752053611669,1481,pull,fleet,"{'NOUN', 'VERB'}","{'ADJ', 'NOUN'}",True,pull,fleet,set()
7628,6555__information_27__sources_25,1,1,1,0,0,0.425737145882,6555,sources,information,{'NOUN'},{'NOUN'},True,source,information,set()
7629,4624__own_9__seal_4,2,1,0,0,0,0.310150501857,4624,seal,own,"{'NOUN', 'VERB'}","{'ADJ', 'VERB'}",False,,,
7630,180__links_6__loosen_4,2,1,1,1,0,0.70475409355,180,loosen,links,{'VERB'},{'NOUN'},False,,,
7631,3492__decline_18__honeycombs_10,2,0,0,0,0,0.203481758992,3492,honeycombs,decline,set(),"{'NOUN', 'VERB'}",False,,,
7632,1527__cash_20__limit_21,3,2,1,0,0,0.714125526603,1527,cash,limit,"{'NOUN', 'VERB'}","{'NOUN', 'VERB'}",True,cash,limit,set()
7633,2633__example_2__assumes_3,3,2,2,1,0,0.940752199878,2633,example,assumes,{'NOUN'},{'VERB'},False,,,
7634,2900__leading_28__crusade_30,2,2,2,1,1,0.770046147517,2900,leading,crusade,{'VERB'},{'NOUN'},False,,,
7635,1656__page_22__forum_24,3,2,1,0,0,0.371056393732,1656,page,forum,"{'NOUN', 'VERB'}",{'NOUN'},True,page,forum,set()
7636,3722__studies_3__shown_5,1,1,1,0,0,0.391318173743,3722,studies,shown,"{'NOUN', 'VERB'}",{'VERB'},False,,,
7637,6866__children_31__immature_33,2,1,1,1,0,0.604274035289,6866,children,immature,{'NOUN'},{'ADJ'},False,,,
7638,6895__hand_6__allow_9,1,0,0,0,0,0.166055434504,6895,hand,allow,"{'NOUN', 'VERB'}",{'VERB'},False,,,
7639,1516__crisis_7__biggest_6,2,1,1,1,0,0.642888146771,1516,biggest,crisis,{'ADJ'},"{'X', 'NOUN'}",False,,,
7640,3124__level_15__contained_4,1,1,0,0,0,0.326164446387,3124,level,contained,"{'ADJ', 'NOUN', 'VERB'}",{'VERB'},False,,,
7641,3540__involved_24__massive_30,3,2,1,1,0,0.586667032238,3540,involved,massive,{'VERB'},{'ADJ'},False,,,
7642,5791__act_29__cleaned_26,3,3,2,1,1,0.976332372674,5791,cleaned,act,{'VERB'},"{'NOUN', 'VERB'}",False,,,
7643,6183__factors_4__broad_3,3,2,1,1,1,0.879767837061,6183,broad,factors,"{'ADJ', 'NOUN'}","{'NOUN', 'VERB'}",True,broad,factor,set()
7644,1275__particular_24__rise_3,2,1,0,0,0,0.310150501857,1275,particular,rise,"{'ADJ', 'NOUN'}","{'NOUN', 'VERB'}",True,particular,rise,set()
7645,1866__masses_6__revolution_3,2,1,1,0,0,0.400230017142,1866,revolution,masses,{'NOUN'},{'NOUN'},True,revolution,mass,{'soft'}
7646,6285__principles_9__design_12,2,1,0,0,0,0.324433685671,6285,design,principles,"{'NOUN', 'VERB'}",{'NOUN'},True,design,principle,{'strong'}
7647,3452__youth_47__sections_44,2,1,1,0,0,0.459284002183,3452,sections,youth,{'NOUN'},{'NOUN'},True,section,youth,set()
7648,1393__dress_9__flutters_7,3,2,2,0,0,0.887816948443,1393,flutters,dress,set(),"{'NOUN', 'VERB'}",False,,,
7649,4528__reorganization_14__taking_15,1,1,0,0,0,0.369005355478,4528,reorganization,taking,{'NOUN'},"{'X', 'NOUN', 'VERB'}",True,reorganization,taking,set()
7650,3009__blank_5__sheets_6,3,2,1,1,1,0.765157868523,3009,blank,sheets,"{'ADJ', 'NOUN'}",{'NOUN'},True,blank,sheet,set()
7651,3148__paradigm_4__course_13,2,2,0,0,0,0.333705451742,3148,course,paradigm,{'NOUN'},{'NOUN'},True,course,paradigm,set()
7652,656__splash_12__bit_9,2,1,1,0,0,0.490956778022,656,splash,bit,{'NOUN'},"{'NOUN', 'VERB'}",True,splash,bit,set()
7653,6721__explaining_6__goes_2,2,1,0,0,0,0.28391545455,6721,goes,explaining,{'VERB'},{'VERB'},False,,,
7654,3754__include_2__capacity_16,2,1,1,0,0,0.486153079866,3754,capacity,include,{'NOUN'},{'VERB'},False,,,
7655,1875__message_7__double_6,3,2,1,1,0,0.752053611669,1875,double,message,"{'ADV', 'ADJ', 'NOUN', 'VERB'}",{'NOUN'},True,double,message,set()
7656,3077__multiple_6__earnings_5,3,2,1,0,0,0.586037479139,3077,earnings,multiple,{'NOUN'},{'ADJ'},False,,,
7657,6770__trend_15__middle_20,0,0,0,0,0,0.149218833197,6770,trend,middle,{'NOUN'},"{'ADJ', 'NOUN'}",True,trend,middle,set()
7658,7099__bodies_10__flexible_6,2,2,0,0,0,0.311115417095,7099,bodies,flexible,"{'NOUN', 'VERB'}",{'ADJ'},False,,,
7659,3571__impact_23__breakdown_35,2,1,0,0,0,0.277461796459,3571,impact,breakdown,{'NOUN'},{'NOUN'},True,impact,breakdown,set()
7660,4562__repositioning_17__include_15,2,2,1,1,0,0.678135030375,4562,include,repositioning,{'VERB'},set(),False,,,
7661,6658__happens_28__reproduce_30,1,1,0,0,0,0.317236063354,6658,happens,reproduce,{'VERB'},{'VERB'},False,,,
7662,2138__girl_26__diverted_22,3,2,2,2,0,1.07691535116,2138,diverted,girl,{'VERB'},{'NOUN'},False,,,
7663,1316__aspect_21__unbowed_27,3,2,2,1,0,0.875647980842,1316,aspect,unbowed,{'NOUN'},set(),False,,,
7664,5707__beat_2__slicing_9,3,3,3,1,0,1.54522910462,5707,beat,slicing,"{'ADJ', 'NOUN', 'VERB'}",set(),False,,,
7665,978__children_5__equation_8,3,2,1,1,0,0.631216136262,978,children,equation,{'NOUN'},{'NOUN'},True,child,equation,set()
7666,12938__price_10__range_11,2,1,1,0,0,0.407857499647,12938,price,range,"{'NOUN', 'VERB'}","{'NOUN', 'VERB'}",True,price,range,set()
7667,190__rowing_16__cause_14,3,2,1,0,0,0.787474254353,190,cause,rowing,"{'NOUN', 'VERB'}",set(),False,,,
7668,792__regulations_26__complied_21,3,2,1,0,0,0.620808271027,792,complied,regulations,{'VERB'},{'NOUN'},False,,,
7669,1400__suffering_25__icon_22,3,3,2,2,2,1.52056594423,1400,icon,suffering,set(),"{'NOUN', 'VERB'}",False,,,
7670,628__elsewhere_9__emphasis_8,3,1,0,0,0,0.318277509156,628,emphasis,elsewhere,{'NOUN'},"{'ADV', 'NOUN'}",True,emphasis,elsewhere,set()
7671,1202__listed_23__deserved_20,1,1,1,0,0,0.38252384674,1202,deserved,listed,{'VERB'},{'VERB'},False,,,
7672,1272__times_9__moved_6,2,2,1,0,0,0.590533169955,1272,moved,times,{'VERB'},"{'ADP', 'NOUN', 'VERB'}",False,,,
7673,6354__A._13__progress_10,2,1,1,0,0,0.38252384674,6354,progress,A.,"{'NOUN', 'VERB'}",set(),False,,,
7674,2967__friends_19__weather_18,3,2,2,0,0,0.977631986649,2967,weather,friends,{'NOUN'},"{'X', 'NOUN'}",True,weather,friend,{'warm'}
7675,6159__occurs_29__conducts_34,2,0,0,0,0,0.153615485052,6159,occurs,conducts,{'VERB'},"{'NOUN', 'VERB'}",False,,,
7676,6643__totalization_26__force_34,3,2,2,0,0,0.58265585993,6643,totalization,force,set(),"{'X', 'NOUN', 'VERB'}",False,,,
7677,3182__information_9__covering_10,2,2,1,1,1,0.755447735276,3182,covering,information,"{'NOUN', 'VERB'}",{'NOUN'},True,covering,information,set()
7678,7112__motion_5__lurches_3,3,2,1,0,0,0.505257107482,7112,lurches,motion,set(),{'NOUN'},False,,,
7679,2587__questions_10__focus_6,2,1,1,0,0,0.390932937649,2587,questions,focus,"{'NOUN', 'VERB'}","{'NOUN', 'VERB'}",True,question,focus,{'soft'}
7680,2728__bare_56__shoulders_57,3,2,2,1,0,0.7313129247,2728,bare,shoulders,"{'ADJ', 'VERB'}",{'NOUN'},False,,,
7681,1343__nature_11__values_15,2,1,1,0,0,0.415771064509,1343,nature,values,{'NOUN'},"{'NOUN', 'VERB'}",True,nature,value,set()
7682,11008__night_2__situation_24,2,1,1,0,0,0.395050774764,11008,night,situation,{'NOUN'},{'NOUN'},True,night,situation,"{'rough', 'murky', 'bitter', 'dim'}"
7683,6554__conference_6__held_8,1,1,1,1,0,0.456497961805,6554,conference,held,{'NOUN'},{'VERB'},False,,,
7684,6764__glance_15__appear_18,2,2,1,0,0,0.342626431704,6764,glance,appear,"{'NOUN', 'VERB'}",{'VERB'},False,,,
7685,1225__opportunism_9__pick_23,2,2,0,0,0,0.33621441588,1225,pick,opportunism,"{'NOUN', 'VERB'}",{'NOUN'},True,pick,opportunism,set()
7686,2516__serious_20__culpable_6,3,2,1,0,0,0.375765645225,2516,serious,culpable,{'ADJ'},set(),False,,,
7687,2874__structure_3__means_6,2,0,0,0,0,0.279993386898,2874,structure,means,"{'NOUN', 'VERB'}","{'NOUN', 'VERB'}",True,structure,mean,set()
7688,1249__contrast_7__soupy_12,3,2,0,0,0,0.443257821331,1249,soupy,contrast,set(),"{'NOUN', 'VERB'}",False,,,
7689,6184__man-power_12__reflect_10,2,2,1,1,0,0.612600285171,6184,reflect,man-power,{'VERB'},set(),False,,,
7690,1717__analyst_3__service_7,2,1,0,0,0,0.288038379661,1717,analyst,service,{'NOUN'},"{'X', 'NOUN', 'VERB'}",True,analyst,service,{'brilliant'}
7691,2650__distaste_61__reduce_47,2,0,0,0,0,0.14429044577,2650,reduce,distaste,{'VERB'},{'NOUN'},False,,,
7692,6249__example_23__simple_5,1,1,0,0,0,0.267965709937,6249,example,simple,{'NOUN'},{'ADJ'},False,,,
7693,3069__market_13__step_9,3,2,1,0,0,0.575501662953,3069,market,step,{'NOUN'},"{'NOUN', 'VERB'}",True,market,step,set()
7694,827__intends_12__capture_18,1,1,1,0,0,0.350006536624,827,intends,capture,{'VERB'},"{'NOUN', 'VERB'}",False,,,
7695,3492__transform_8__injection_5,2,2,0,0,0,0.318980149882,3492,injection,transform,{'NOUN'},{'VERB'},False,,,
7696,1895__potential_12__defuse_9,2,2,2,0,0,0.512353140417,1895,potential,defuse,"{'ADJ', 'NOUN'}",set(),False,,,
7697,1775__fell_3__severely_19,2,1,1,1,0,0.605643977372,1775,severely,fell,{'ADV'},"{'ADJ', 'VERB'}",False,,,
7698,3516__debilitating_23__flight_24,3,2,2,2,2,1.43048856371,3516,debilitating,flight,{'ADJ'},{'NOUN'},False,,,
7699,13065__ceiling_7__help_3,2,1,1,1,0,0.59771706193,13065,help,ceiling,"{'NOUN', 'PRT', 'VERB'}",{'NOUN'},True,help,ceiling,set()
7700,2647__phrase_14__directs_16,2,2,1,1,0,0.620907832321,2647,phrase,directs,"{'NOUN', 'VERB'}",{'VERB'},False,,,
7701,6333__child_8__join_11,3,2,1,1,0,0.659397954444,6333,join,child,{'VERB'},{'NOUN'},False,,,
7702,6196__desirable_10__distribution_6,3,2,1,1,0,0.752053611669,6196,desirable,distribution,{'ADJ'},{'NOUN'},False,,,
7703,5192__cliffs_11__gently_7,2,2,1,0,0,0.386284151951,5192,cliffs,gently,{'NOUN'},{'ADV'},False,,,
7704,2869__tides_8__wash_13,2,2,1,1,0,0.674264807761,2869,wash,tides,"{'NOUN', 'VERB'}",{'NOUN'},True,wash,tide,set()
7705,4506__database_9__operated_6,2,1,1,1,0,0.430059617279,4506,operated,database,{'VERB'},set(),False,,,
7706,2561__sentence_24__limit_31,2,1,0,0,0,0.277461796459,2561,sentence,limit,{'NOUN'},"{'NOUN', 'VERB'}",True,sentence,limit,set()
7707,3207__drink_8__course_12,3,2,1,0,0,0.464982013842,3207,course,drink,{'NOUN'},"{'NOUN', 'VERB'}",True,course,drink,{'icy'}
7708,3570__political_55__perspective_56,1,1,0,0,0,0.302225202956,3570,political,perspective,{'ADJ'},{'NOUN'},False,,,
7709,6505__age_19__aim_5,2,2,1,0,0,0.44324970794,6505,age,aim,"{'X', 'NOUN', 'VERB'}","{'NOUN', 'VERB'}",True,age,aim,set()
7710,6641__aporia_17__ensembles_21,3,3,1,1,0,0.90247029435,6641,aporia,ensembles,set(),{'NOUN'},False,,,
7711,6414__education_17__range_10,2,2,1,1,0,0.59771706193,6414,range,education,"{'NOUN', 'VERB'}",{'NOUN'},True,range,education,set()
7712,5279__gear_4__brushed_8,3,3,0,0,0,0.413201114861,5279,gear,brushed,{'NOUN'},{'VERB'},False,,,
7713,7085__boil_44__makes_41,2,1,1,1,1,0.641717981073,7085,makes,boil,"{'NOUN', 'VERB'}","{'NOUN', 'VERB'}",True,make,boil,set()
7714,3734__applications_20__fields_21,2,2,1,1,0,0.664625657836,3734,applications,fields,{'NOUN'},"{'NOUN', 'VERB'}",True,application,field,{'smooth'}
7715,1082__Austins_22__blocked_14,0,0,0,0,0,0.153615485052,1082,blocked,Austins,{'VERB'},set(),False,,,
7716,593__refinery_20__cross_16,2,2,2,1,0,0.741874847999,593,cross,refinery,"{'ADJ', 'NOUN', 'VERB'}",set(),False,,,
7717,107__fulfilment_30__welcomed_6,2,0,0,0,0,0.161833212282,107,fulfilment,welcomed,set(),{'VERB'},False,,,
7718,3734__geographic_12__handling_14,3,1,0,0,0,0.351197699926,3734,geographic,handling,{'ADJ'},"{'NOUN', 'VERB'}",False,,,
7719,2956__unions_12__comes_9,1,1,0,0,0,0.4105297189,2956,unions,comes,{'NOUN'},{'VERB'},False,,,
7720,195__standard_27__play_11,1,0,0,0,0,0.166055434504,195,play,standard,"{'NOUN', 'VERB'}","{'ADJ', 'NOUN'}",True,play,standard,set()
7721,2533__law_2__distinguishes_3,1,1,1,1,0,0.531665020385,2533,law,distinguishes,{'NOUN'},{'VERB'},False,,,
7722,1279__life_37__based_33,1,1,1,1,0,0.407712890036,1279,based,life,{'VERB'},{'NOUN'},False,,,
7723,6455__attitude_18__changes_16,2,2,1,1,1,0.733254398859,6455,changes,attitude,"{'NOUN', 'VERB'}",{'NOUN'},True,change,attitude,"{'deep', 'clear'}"
7724,1624__province_9__fixture_13,3,1,0,0,0,0.26941986218,1624,fixture,province,{'NOUN'},{'NOUN'},True,fixture,province,set()
7725,467__deficit_15__wiping_10,3,3,2,1,1,1.22426277487,467,wiping,deficit,{'VERB'},{'NOUN'},False,,,
7726,2945__belief_24__encouraged_20,2,1,1,1,0,0.679489270806,2945,encouraged,belief,{'VERB'},{'NOUN'},False,,,
7727,3754__nature_6__capacity_16,1,0,0,0,0,0.171158251564,3754,capacity,nature,{'NOUN'},{'NOUN'},True,capacity,nature,set()
7728,7023__apparent_26__hostility_27,3,3,1,1,0,1.00776001821,7023,apparent,hostility,{'ADJ'},{'NOUN'},False,,,
7729,6202__factors_29__fit_23,2,1,1,1,0,0.601046452256,6202,fit,factors,"{'ADJ', 'NOUN', 'VERB'}","{'NOUN', 'VERB'}",True,fit,factor,set()
7730,3471__steady_22__erosion_23,2,2,1,1,0,0.574426023537,3471,steady,erosion,"{'ADV', 'ADJ', 'VERB'}",{'NOUN'},False,,,
7731,6414__technical_27__base_28,3,2,1,1,1,0.707661167605,6414,technical,base,{'ADJ'},"{'ADJ', 'NOUN', 'VERB'}",False,,,
7732,549__economy_22__strong_21,1,1,1,1,1,0.590592154269,549,strong,economy,"{'ADV', 'ADJ', 'NOUN'}","{'ADJ', 'NOUN'}",True,strong,economy,set()
7733,2819__cow_13__swoon_5,3,2,0,0,0,0.36551777729,2819,cow,swoon,{'NOUN'},set(),False,,,
7734,7105__TRL_49__distribute_44,1,0,0,0,0,0.161833212282,7105,distribute,TRL,{'VERB'},set(),False,,,
7735,3523__sympathy_28__indicated_26,2,1,1,0,0,0.38252384674,3523,indicated,sympathy,{'VERB'},{'NOUN'},False,,,
7736,5596__upperworks_25__antennae_28,3,2,2,1,0,0.738294865334,5596,upperworks,antennae,set(),{'NOUN'},False,,,
7737,1772__warily_3__treads_2,3,3,2,2,1,1.38569562197,1772,treads,warily,set(),{'ADV'},False,,,
7738,3588__political_21__noted_17,3,1,0,0,0,0.347269014043,3588,noted,political,{'VERB'},{'ADJ'},False,,,
7739,6835__covers_14__wide_17,1,1,1,1,0,0.550512635412,6835,covers,wide,"{'NOUN', 'VERB'}","{'ADV', 'ADJ'}",False,,,
7740,5069__using_15__port_18,1,1,0,0,0,0.239714920179,5069,using,port,"{'ADJ', 'VERB'}","{'ADJ', 'NOUN'}",False,,,
7741,4525__services_17__hold_13,3,1,1,0,0,0.487541973669,4525,hold,services,"{'NOUN', 'VERB'}","{'NOUN', 'VERB'}",True,hold,service,set()
7742,6904__adult_12__fit_11,3,1,1,1,0,0.535620681825,6904,fit,adult,"{'ADJ', 'NOUN', 'VERB'}","{'ADJ', 'NOUN'}",True,fit,adult,set()
7743,3505__potential_66__reducing_64,1,1,1,1,0,0.504554630774,3505,reducing,potential,{'VERB'},"{'ADJ', 'NOUN'}",False,,,
7744,5230__hearth_62__mark_25,1,1,0,0,0,0.402555161261,5230,mark,hearth,"{'NOUN', 'VERB'}",{'NOUN'},True,mark,hearth,set()
7745,1750__communication_11__cuts_9,2,1,1,1,1,0.776696409127,1750,communication,cuts,{'NOUN'},"{'NOUN', 'VERB'}",True,communication,cut,"{'clear', 'smooth'}"
7746,3027__sound_20__version_27,2,2,2,2,0,0.770227023375,3027,sound,version,"{'ADV', 'ADJ', 'NOUN', 'VERB'}",{'NOUN'},True,sound,version,set()
7747,8305__carefully_6__leaked_7,2,2,2,2,1,0.93167774159,8305,carefully,leaked,{'ADV'},{'VERB'},False,,,
7748,1074__levels_17__help_13,1,0,0,0,0,0.170154760838,1074,help,levels,"{'NOUN', 'PRT', 'VERB'}","{'NOUN', 'VERB'}",True,help,level,set()
7749,5288__welcome_6__interference_7,3,2,2,1,1,1.05080099428,5288,welcome,interference,"{'ADJ', 'NOUN', 'PRT', 'VERB'}",{'NOUN'},True,welcome,interference,set()
7750,1048__charge_6__successful_14,2,1,0,0,0,0.263531856667,1048,successful,charge,{'ADJ'},"{'NOUN', 'VERB'}",False,,,
7751,1157__steeples_21__dominated_17,3,3,3,2,0,1.49045363536,1157,dominated,steeples,{'VERB'},{'NOUN'},False,,,
7752,5061__standing_9__spot_14,1,1,0,0,0,0.264370324994,5061,spot,standing,"{'NOUN', 'VERB'}","{'NOUN', 'VERB'}",True,spot,standing,set()
7753,8224__decided_2__hold_4,1,1,1,0,0,0.387213291284,8224,decided,hold,{'VERB'},"{'NOUN', 'VERB'}",False,,,
7754,3754__machines_42__based_40,1,0,0,0,0,0.238539979332,3754,based,machines,{'VERB'},{'NOUN'},False,,,
7755,4956__moving_8__shadowing_5,2,2,2,0,0,0.537559917515,4956,shadowing,moving,"{'NOUN', 'VERB'}","{'ADJ', 'NOUN', 'VERB'}",True,shadowing,moving,set()
7756,2831__prisoners_16__looking_13,1,1,1,0,0,0.443350009658,2831,looking,prisoners,"{'ADJ', 'NOUN', 'VERB'}",{'NOUN'},True,looking,prisoner,set()
7757,1661__Division_18__dropped_14,2,2,1,0,0,0.447615631655,1661,dropped,Division,{'VERB'},set(),False,,,
7758,503__heavens_33__gifts_30,3,3,3,1,0,1.31995986399,503,gifts,heavens,{'NOUN'},{'NOUN'},True,gift,heaven,set()
7759,4604__helping_13__generous_12,3,2,1,1,1,0.892228876901,4604,generous,helping,{'ADJ'},{'VERB'},False,,,
7760,6878__child_11__distinguish_9,3,2,1,1,0,0.586667032238,6878,child,distinguish,{'NOUN'},{'VERB'},False,,,
7761,6797__practices_19__interacts_16,2,1,1,0,0,0.459284002183,6797,interacts,practices,{'VERB'},"{'NOUN', 'VERB'}",False,,,
7762,607__factory_28__comes_25,1,1,0,0,0,0.286669843928,607,comes,factory,{'VERB'},{'NOUN'},False,,,
7763,8544__jobs_5__returned_2,2,1,1,1,0,0.604274035289,8544,returned,jobs,{'VERB'},{'NOUN'},False,,,
7764,6217__knowledge-texts_11__forms_5,2,2,2,0,0,0.393030872315,6217,knowledge-texts,forms,set(),"{'NOUN', 'VERB'}",False,,,
7765,6739__war_2__free_15,2,2,2,1,0,0.613031145984,6739,free,war,"{'ADV', 'ADJ', 'VERB'}","{'NOUN', 'VERB'}",False,,,
7766,831__improbably_16__goes_4,2,2,0,0,0,0.366852565398,831,improbably,goes,{'ADV'},{'VERB'},False,,,
7767,6955__produce_15__manage_13,1,1,1,1,0,0.504554630774,6955,manage,produce,{'VERB'},"{'NOUN', 'VERB'}",False,,,
7768,1509__destinations_33__shift_30,2,2,1,1,0,0.734121765797,1509,shift,destinations,"{'NOUN', 'VERB'}",set(),False,,,
7769,2983__industry_24__donated_20,2,1,1,1,0,0.531665020385,2983,donated,industry,{'VERB'},{'NOUN'},False,,,
7770,594__clean_48__plant_46,2,1,1,1,0,0.53171893455,594,plant,clean,"{'NOUN', 'VERB'}","{'ADV', 'ADJ', 'NOUN', 'VERB'}",True,plant,clean,set()
7771,1499__strain_7__system_4,3,2,2,1,1,0.967448203496,1499,system,strain,{'NOUN'},"{'NOUN', 'VERB'}",True,system,strain,set()
7772,6618__action_35__aims_32,2,1,1,1,0,0.531665020385,6618,aims,action,"{'NOUN', 'VERB'}",{'NOUN'},True,aim,action,set()
7773,2580__jury_63__reduce_65,1,1,0,0,0,0.284222858072,2580,jury,reduce,{'NOUN'},{'VERB'},False,,,
7774,8592__life_12__meant_14,1,1,1,1,0,0.549025263664,8592,life,meant,{'NOUN'},{'VERB'},False,,,
